TicketID,CreatedAt,CustomerID,Language,Channel,IssueCategory,Priority,Description,AgentName,AdvisorName,DeskName,ResponseTimeMinutes,ResolutionTimeMinutes,CSAT,Sentiment,SupportQuality,Outcome,Organization,RefundAmount,Notes,CallTranscript
CFA-2025-0075,10/6/2025 13:05,CUST-82133,French,In-App,Mobile App Bug,High,L'application plante sur la vue portefeuille.,J. Chen,Yuki Tanaka,Digital Platforms – Mobile,39,2036,3,Neutral,Average,Resolved,Contoso Financial Advisors,31.05,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (J. Chen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (J. Chen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Yuki Tanaka assurera un suivi pendant 24 heures. Agent (J. Chen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0076,5/4/2025 10:16,CUST-35898,English,Chat,Mobile App Bug,Low,App crashes on portfolio view on iOS.,S. Thompson,Louise Garnier,Digital Platforms – Mobile,2,234,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (S. Thompson): You're connected with Contoso Support. Customer: The app crashes on portfolio view. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0077,5/17/2025 10:28,CUST-68572,Spanish,Phone,Account Access,High,No puedo iniciar sesión; la MFA no funciona.,M. Rodriguez,Claire Dupont,Client Access Support,3,140,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (M. Rodriguez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (M. Rodriguez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Claire Dupont hará seguimiento durante 24 horas. Agent (M. Rodriguez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0078,7/1/2025 7:27,CUST-18855,French,Email,Mobile App Bug,Medium,L'application plante sur la vue portefeuille.,E. Martinez,Pedro Santos,Digital Platforms – Mobile,160,1164,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Pedro Santos assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0079,4/23/2025 10:00,CUST-94914,English,In-App,Website Bug,Low,Error 500 on positions page in web portal.,M. Rodriguez,Kevin Zhang,Digital Platforms – Web,7,379,5,Positive,Excellent,Resolved,Contoso Financial Advisors,11.95,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): We received your in-app message. Customer: The positions page shows an error. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0080,7/3/2025 18:31,CUST-51619,Spanish,Email,Mobile App Bug,Critical,La app se cierra al ver el portafolio.,E. Martinez,Louise Garnier,Digital Platforms – Mobile,155,1151,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (E. Martinez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (E. Martinez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Louise Garnier hará seguimiento durante 24 horas. Agent (E. Martinez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0081,6/7/2025 16:05,CUST-65681,French,Chat,Account Access,Medium,Impossible de se connecter ; MFA ne fonctionne pas.,L. Nguyen,Grace Lee,Client Access Support,4,159,5,Positive,Excellent,Resolved,Contoso Financial Advisors,17.11,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (L. Nguyen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (L. Nguyen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Grace Lee assurera un suivi pendant 24 heures. Agent (L. Nguyen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0082,5/4/2025 9:39,CUST-22677,English,Branch,Statement Error,Medium,Monthly statement shows incorrect balance/fees.,D. Johnson,Olivia Brooks,Client Reporting Desk,16,619,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (D. Johnson): Welcome to Contoso. Let's review your request. Customer: My statement shows a fee I don't recognize. Agent (D. Johnson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0083,8/18/2025 12:36,CUST-69252,Spanish,In-App,Regulatory Disclosure,High,Falta el enlace al documento ADV Parte 2A.,C. Williams,Helena Fischer,Compliance Desk,40,307,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Helena Fischer hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0084,7/10/2025 7:46,CUST-77999,French,Chat,Transfer/ACH,Low,Virement ACH retardé ou non comptabilisé.,L. Nguyen,Liam O'Connor,Cash Operations,5,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,89.55,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (L. Nguyen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (L. Nguyen): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Liam O'Connor vous tiendra informé d'ici la fin de la journée. Agent (L. Nguyen): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0085,5/25/2025 9:57,CUST-72447,English,Chat,Portfolio Performance,Low,Performance dashboard shows inconsistent returns.,R. Gupta,Sofia Romano,Advisory Analytics,4,268,5,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (R. Gupta): You're connected with Contoso Support. Customer: The performance numbers look off. Agent (R. Gupta): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0086,5/25/2025 14:10,CUST-21866,Spanish,Phone,Regulatory Disclosure,High,Falta el enlace al documento ADV Parte 2A.,R. Gupta,Helena Fischer,Compliance Desk,5,,2,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (R. Gupta): Estoy revisando los registros y la política de permisos de su cuenta. Agent (R. Gupta): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Helena Fischer le actualizará antes de finalizar el día. Agent (R. Gupta): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
CFA-2025-0087,7/3/2025 8:39,CUST-52177,French,In-App,Advisory Appointment,Low,Besoin de reprogrammer avec le conseiller ; calendrier non synchronisé.,E. Martinez,Tomás Herrera,Advisory Services – Scheduling,97,77,2,Neutral,Poor,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Tomás Herrera assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0088,6/7/2025 14:51,CUST-58083,English,Email,Website Bug,Medium,Error 500 on positions page in web portal.,E. Martinez,Ana Morales,Digital Platforms – Web,116,3760,2,Neutral,Poor,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (E. Martinez): Thanks for contacting Contoso Support. Customer: The positions page shows an error. Agent (E. Martinez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0089,7/8/2025 16:34,CUST-61476,Spanish,Phone,Trade Execution,High,La orden falló en horario de mercado; quedó en pendiente.,C. Williams,Marc Dubois,Trading Desk – Equities,1,637,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Marc Dubois hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0090,6/24/2025 13:50,CUST-94506,French,Branch,Portfolio Performance,High,Le tableau de bord affiche des rendements incohérents.,A. Patel,Sofia Romano,Advisory Analytics,17,557,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (A. Patel): Je consulte les journaux et la politique des autorisations de votre compte. Agent (A. Patel): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Sofia Romano assurera un suivi pendant 24 heures. Agent (A. Patel): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0091,6/12/2025 11:12,CUST-36563,English,Phone,Portfolio Performance,Medium,Performance dashboard shows inconsistent returns.,L. Nguyen,Sofia Romano,Advisory Analytics,6,412,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (L. Nguyen): Thank you for calling Contoso Financial Advisors. Customer: The performance numbers look off. Agent (L. Nguyen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0092,5/16/2025 8:17,CUST-23325,Spanish,Branch,Transfer/ACH,Medium,La transferencia ACH se retrasó o no se registró.,B. Kim,Jean-Pierre Rousseau,Cash Operations,14,356,5,Positive,Excellent,Resolved,Contoso Financial Advisors,69.59,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (B. Kim): Estoy revisando los registros y la política de permisos de su cuenta. Agent (B. Kim): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Jean-Pierre Rousseau hará seguimiento durante 24 horas. Agent (B. Kim): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0093,6/8/2025 11:37,CUST-71119,French,Chat,Fraud Alert,Low,Opération non reconnue ayant déclenché une alerte fraude.,D. Johnson,Noah Fernandez,Fraud Operations,7,733,5,Positive,Excellent,Resolved,Contoso Financial Advisors,13.6,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (D. Johnson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (D. Johnson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Noah Fernandez assurera un suivi pendant 24 heures. Agent (D. Johnson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0094,6/29/2025 12:50,CUST-82418,English,Chat,Trade Execution,Medium,Trade failed during market hours; order stuck in pending.,J. Chen,Alex Rivera,Trading Desk – Equities,2,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,246.65,Escalated; awaiting specialist update.,"Agent (J. Chen): You're connected with Contoso Support. Customer: My order stayed pending and missed the fill. Agent (J. Chen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0095,5/17/2025 9:31,CUST-89855,Spanish,Email,Trade Execution,Low,La orden falló en horario de mercado; quedó en pendiente.,L. Nguyen,Priya Shah,Trading Desk – Equities,65,76,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Priya Shah hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0096,8/14/2025 8:18,CUST-11968,French,Email,Website Bug,Medium,Erreur 500 sur la page des positions.,E. Martinez,Kevin Zhang,Digital Platforms – Web,115,553,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Kevin Zhang assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0097,5/24/2025 7:11,CUST-50137,English,Chat,Transfer/ACH,Low,ACH transfer delayed or failed to post.,B. Kim,Liam O'Connor,Cash Operations,4,152,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (B. Kim): You're connected with Contoso Support. Customer: An ACH I initiated hasn't posted. Agent (B. Kim): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0098,5/12/2025 17:18,CUST-33580,Spanish,Branch,Transfer/ACH,Low,La transferencia ACH se retrasó o no se registró.,L. Nguyen,Jean-Pierre Rousseau,Cash Operations,26,105,4,Positive,Excellent,Resolved,Contoso Financial Advisors,32.88,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Jean-Pierre Rousseau hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0099,6/22/2025 16:51,CUST-11015,French,Email,Statement Error,Low,Relevé mensuel avec solde/frais incorrects.,M. Rodriguez,Lucía Gómez,Client Reporting Desk,57,332,4,Positive,Excellent,Resolved,Contoso Financial Advisors,147.98,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (M. Rodriguez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (M. Rodriguez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Lucía Gómez assurera un suivi pendant 24 heures. Agent (M. Rodriguez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0100,6/7/2025 8:27,CUST-26410,English,Phone,Transfer/ACH,High,ACH transfer delayed or failed to post.,B. Kim,Valeria Pérez,Cash Operations,4,161,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (B. Kim): Thank you for calling Contoso Financial Advisors. Customer: An ACH I initiated hasn't posted. Agent (B. Kim): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0101,7/3/2025 12:40,CUST-15857,Spanish,Email,Portfolio Performance,Low,El panel de rendimiento muestra retornos inconsistentes.,S. Thompson,Sofia Romano,Advisory Analytics,148,329,3,Negative,Average,Resolved,Contoso Financial Advisors,17.08,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Sofia Romano hará seguimiento durante 24 horas. Agent (S. Thompson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0102,4/26/2025 13:17,CUST-68299,French,In-App,Portfolio Performance,High,Le tableau de bord affiche des rendements incohérents.,C. Williams,Émile Laurent,Advisory Analytics,59,,2,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (C. Williams): Je consulte les journaux et la politique des autorisations de votre compte. Agent (C. Williams): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Émile Laurent vous tiendra informé d'ici la fin de la journée. Agent (C. Williams): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0103,9/7/2025 14:50,CUST-26873,English,Phone,Transfer/ACH,Medium,ACH transfer delayed or failed to post.,M. Rodriguez,Valeria Pérez,Cash Operations,6,131,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): Thank you for calling Contoso Financial Advisors. Customer: An ACH I initiated hasn't posted. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0104,5/2/2025 7:54,CUST-11624,Spanish,Chat,Website Bug,Low,Error 500 en la página de posiciones.,B. Kim,Bastien Leroy,Digital Platforms – Web,3,777,5,Neutral,Excellent,Resolved,Contoso Financial Advisors,38.65,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (B. Kim): Estoy revisando los registros y la política de permisos de su cuenta. Agent (B. Kim): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Bastien Leroy hará seguimiento durante 24 horas. Agent (B. Kim): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0105,6/7/2025 10:33,CUST-34163,French,Phone,Website Bug,Low,Erreur 500 sur la page des positions.,B. Kim,Ana Morales,Digital Platforms – Web,11,779,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (B. Kim): Je consulte les journaux et la politique des autorisations de votre compte. Agent (B. Kim): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Ana Morales assurera un suivi pendant 24 heures. Agent (B. Kim): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0106,5/19/2025 9:46,CUST-14021,English,In-App,Statement Error,Low,Monthly statement shows incorrect balance/fees.,C. Williams,Ethan Park,Client Reporting Desk,73,208,3,Positive,Average,Resolved,Contoso Financial Advisors,82.2,Resolved; follow-up scheduled.,"Agent (C. Williams): We received your in-app message. Customer: My statement shows a fee I don't recognize. Agent (C. Williams): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0107,5/18/2025 13:45,CUST-14436,Spanish,Chat,Mobile App Bug,Low,La app se cierra al ver el portafolio.,C. Williams,Yuki Tanaka,Digital Platforms – Mobile,1,622,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Yuki Tanaka hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0108,7/20/2025 12:15,CUST-10779,French,Email,Mobile App Bug,Low,L'application plante sur la vue portefeuille.,E. Martinez,Louise Garnier,Digital Platforms – Mobile,204,360,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Louise Garnier assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0109,6/10/2025 15:58,CUST-46591,English,Phone,Statement Error,Medium,Monthly statement shows incorrect balance/fees.,A. Patel,Ethan Park,Client Reporting Desk,7,281,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (A. Patel): Thank you for calling Contoso Financial Advisors. Customer: My statement shows a fee I don't recognize. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0110,5/28/2025 15:57,CUST-74219,Spanish,Phone,Website Bug,Low,Error 500 en la página de posiciones.,M. Rodriguez,Kevin Zhang,Digital Platforms – Web,7,,3,Negative,Average,Unresolved,Contoso Financial Advisors,36.97,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (M. Rodriguez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (M. Rodriguez): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Kevin Zhang le actualizará antes de finalizar el día. Agent (M. Rodriguez): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
CFA-2025-0111,7/12/2025 13:00,CUST-33402,French,Chat,Trade Execution,Medium,Ordre échoué pendant les heures de marché ; bloqué en attente.,L. Nguyen,Marc Dubois,Trading Desk – Equities,3,266,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (L. Nguyen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (L. Nguyen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Marc Dubois assurera un suivi pendant 24 heures. Agent (L. Nguyen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0112,6/2/2025 14:17,CUST-65770,English,Chat,Mobile App Bug,Low,App crashes on portfolio view on iOS.,C. Williams,Yuki Tanaka,Digital Platforms – Mobile,1,1053,5,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (C. Williams): You're connected with Contoso Support. Customer: The app crashes on portfolio view. Agent (C. Williams): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0113,8/22/2025 16:48,CUST-70971,Spanish,Chat,Fraud Alert,Critical,Transacción no reconocida activó una alerta de fraude.,C. Williams,Amélie Bernard,Fraud Operations,1,1969,2,Positive,Poor,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Amélie Bernard hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0114,5/20/2025 8:41,CUST-51096,French,Branch,Trade Execution,Medium,Ordre échoué pendant les heures de marché ; bloqué en attente.,E. Martinez,Marc Dubois,Trading Desk – Equities,3,290,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,63.72,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Marc Dubois assurera un suivi pendant 24 heures. Agent (E. Martinez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0115,7/2/2025 8:01,CUST-41038,English,Chat,Fee Inquiry,Medium,Question about advisory fees and breakpoints.,S. Thompson,Jordan Blake,Billing Operations,3,92,5,Positive,Excellent,Resolved,Contoso Financial Advisors,18.13,Resolved; follow-up scheduled.,"Agent (S. Thompson): You're connected with Contoso Support. Customer: Were these advisory fees calculated correctly? Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0116,5/6/2025 11:53,CUST-69283,Spanish,Chat,KYC/Onboarding,Low,Los documentos de verificación fueron rechazados repetidamente.,S. Thompson,Camille Moreau,KYC Operations,6,292,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Camille Moreau hará seguimiento durante 24 horas. Agent (S. Thompson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0117,5/30/2025 14:30,CUST-97066,French,Email,Transfer/ACH,Medium,Virement ACH retardé ou non comptabilisé.,E. Martinez,Valeria Pérez,Cash Operations,134,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,57.91,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Valeria Pérez vous tiendra informé d'ici la fin de la journée. Agent (E. Martinez): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0118,6/11/2025 10:38,CUST-60173,English,Branch,Mobile App Bug,Medium,App crashes on portfolio view on iOS.,A. Patel,Pedro Santos,Digital Platforms – Mobile,28,1386,3,Negative,Average,Resolved,Contoso Financial Advisors,28.73,Resolved; follow-up scheduled.,"Agent (A. Patel): Welcome to Contoso. Let's review your request. Customer: The app crashes on portfolio view. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0119,8/19/2025 8:04,CUST-79985,Spanish,Branch,Account Access,High,No puedo iniciar sesión; la MFA no funciona.,A. Patel,Grace Lee,Client Access Support,16,152,4,Positive,Excellent,Resolved,Contoso Financial Advisors,18.25,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Grace Lee hará seguimiento durante 24 horas. Agent (A. Patel): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0120,4/29/2025 16:25,CUST-21587,French,Branch,Fee Inquiry,Medium,Question sur les frais de conseil et paliers.,J. Chen,Jordan Blake,Billing Operations,23,81,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (J. Chen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (J. Chen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Jordan Blake assurera un suivi pendant 24 heures. Agent (J. Chen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
